Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Morocco,MAR,0.692330003,0.83178997,..,..,..,..,0.930190027,0.941470027,0.951110005,0.96221,0.971239984,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Mozambique,MOZ,0.727569997,0.739080012,0.898970008,0.904950023,0.906029999,0.91762054,0.917689979,0.931983292,0.936689556,0.938370943,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Myanmar,MMR,0.920029998,0.99308002,..,0.988409996,..,1.016939998,1.004699945,1.01078999,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Namibia,NAM,1.088009953,1.013149977,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Nauru,NRU,..,1.163179994,..,0.937659979,..,0.974319994,..,..,1.006000042,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Nepal,NPL,0.551310003,0.740620017,1.05219996,1.05302,1.054630041,1.056910038,1.05177927,..,1.046489954,1.012269974,0.993290067,0.954387963
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Netherlands,NLD,0.969990015,0.967909992,..,..,1.008260012,1.009220004,1.007580042,1.005509973,1.006479979,1.00830996,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,New Zealand,NZL,0.992280006,1.033220053,1.04203999,1.038159966,1.035899997,1.037799954,1.037590027,1.03718996,1.032500029,1.029790044,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Nicaragua,NIC,..,1.068009973,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Niger,NER,0.528339982,0.646839976,0.814520001,0.826129973,0.824790001,0.83138001,0.838320017,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Nigeria,NGA,0.782169998,0.815140009,0.952579975,0.956820011,..,0.930320024,..,0.969380021,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,North Macedonia,MKD,..,0.973039985,0.979279995,0.977970004,0.990620017,..,0.983089983,0.986109972,0.990589976,0.991859972,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Norway,NOR,1.022950053,1.012949944,0.983449996,0.982230008,0.985490024,0.98536998,0.977559984,0.977540016,0.975560009,0.977140009,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Oman,OMN,0.848380029,0.978550017,1.041149974,..,1.016450047,0.985549986,0.999199986,0.990920007,0.983060002,0.97457999,0.960020006,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Pakistan,PAK,0.497209996,..,0.814499974,0.829810023,0.832499981,0.839510024,0.845960021,0.848890007,0.87747997,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Palau,PLW,..,0.954039991,0.994639993,0.985849977,..,..,..,..,..,1.039059997,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Panama,PAN,1.000380039,1.003479958,1.009189963,1.016409993,1.008329988,1.003780007,1.011700034,..,..,..,1.01088798,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Papua New Guinea,PNG,0.811689973,..,..,..,..,..,..,0.894339979,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Paraguay,PRY,0.984740019,0.993110001,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Peru,PER,..,0.981939971,0.9921,0.994889975,0.998700023,0.982050002,0.967649996,0.958109975,0.952740014,0.94964999,0.960179985,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Philippines,PHL,0.997690022,..,..,1.015310049,1.007279992,1.008820057,1.018489957,1.02580893,1.025194764,1.023869872,1.026121378,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Poland,POL,1.007640004,0.985620022,0.980599999,0.979889989,..,..,0.98368001,0.98022002,0.979279995,0.980530024,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Portugal,PRT,0.970719993,1.01086998,0.975929976,0.968249977,0.966910005,0.969929993,0.974430025,0.98605001,0.993099988,0.997269988,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Puerto Rico,PRI,..,..,1.045480013,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Qatar,QAT,1.05467999,1.033579946,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Romania,ROU,0.979770005,1.011309981,..,..,0.994530022,0.993669987,0.997160017,0.998149991,0.998179972,0.999409974,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Russian Federation,RUS,..,..,0.991850019,0.988669991,0.988810003,0.991859972,0.983160019,0.977890015,0.979820013,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Rwanda,RWA,0.956309974,0.93997997,1.032420039,1.037430048,1.026110053,1.015400052,1.015059948,1.011590004,1.009950042,..,1.022989988,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Samoa,WSM,..,1.068760037,..,1.05727005,1.048089981,1.051470041,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,San Marino,SMR,..,..,..,..,..,..,..,0.985759974,1.005220056,0.97161001,0.97299999,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sao Tome and Principe,STP,..,..,1.018659949,1.011520028,1.016350031,1.024559975,1.040549994,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Saudi Arabia,SAU,..,..,..,..,1.003550053,0.956160009,0.95757997,0.977729976,0.960340023,0.974160016,0.988870025,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Senegal,SEN,0.678680003,0.820729971,1.060850024,1.071619987,1.063074112,..,..,..,1.137279987,1.15388,1.175879955,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Serbia,SRB,..,1.010769963,1.018419981,1.016160011,1.008820057,1.008100033,1.005480051,1.006559968,1.006719947,1.009410024,1.012660027,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Seychelles,SYC,..,1.05795002,1.056040049,1.032410026,1.049280047,1.065889955,1.080629945,1.062379956,1.054939985,1.06061995,1.05606997,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sierra Leone,SLE,0.650269985,..,0.969420016,..,0.979070008,0.988659978,1.005910039,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Singapore,SGP,..,..,..,..,..,0.995970011,0.994949996,0.995630026,0.996609986,0.996010005,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sint Maarten (Dutch part),SXM,..,..,..,0.979110003,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Slovak Republic,SVK,..,1.008380055,1.007380009,1.004830003,1.004520059,1.00346005,1.006090045,1.00672996,1.00722003,1.006539941,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Slovenia,SVN,..,1.030240059,1.005820036,1.005679965,1.009690046,1.017590046,1.014590025,1.013360023,1.009299994,1.007210016,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Solomon Islands,SLB,0.821280003,0.889880002,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,South Africa,ZAF,1.047320008,1.012169957,1.01515007,1.016109943,0.955309987,1.017809987,1.01267004,1.003010035,1.002580047,1.009269953,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,South Sudan,SSD,..,..,..,..,0.685389996,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Spain,ESP,1.029829979,1.034129977,1.006940007,1.007079959,1.004529953,1.010229945,1.01564002,1.016860008,1.021800041,1.020699978,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sri Lanka,LKA,1.021209955,..,1.017470002,..,..,1.011459947,1.024719954,1.024160028,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,St. Kitts and Nevis,KNA,..,1.091969967,1.052829981,0.979680002,0.992730021,0.997089982,..,..,..,..,0.965529978,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,St. Lucia,LCA,1.032119989,1.064210057,..,..,0.977559984,0.98506999,0.996299982,1.006410003,0.998480022,1.005929947,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,St. Vincent and the Grenadines,VCT,..,1.062759995,0.974259973,0.992709994,0.997340024,1.004979968,0.991419971,1.005220056,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sudan,SDN,..,..,0.910600007,0.918290019,0.934849977,0.946269989,0.962260008,0.957329988,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Suriname,SUR,1.161550045,..,1.145409942,1.154940009,1.134039998,..,..,..,..,..,1.085379958,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Sweden,SWE,1.023010015,1.15218997,1.098260045,1.096300006,1.09107995,1.071339965,1.039909959,1.041970015,1.05411005,1.069589972,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Switzerland,CHE,0.965449989,0.967230022,0.985319972,..,0.979340017,0.976130009,0.973230004,0.970459998,0.968580008,0.968540013,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Syrian Arab Republic,SYR,0.850170016,0.923020005,0.982309997,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Tajikistan,TJK,..,0.888260007,0.931699991,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Tanzania,TZA,..,..,..,1.031810045,1.041129947,1.037510037,1.030730009,1.027899981,1.031700015,1.040660024,1.044109941,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Thailand,THA,..,..,1.036929965,1.037780046,0.953830004,0.999880016,0.993813336,1.02044189,0.995571434,0.995733321,1.013381839,1.027511239
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Timor-Leste,TLS,..,..,0.979978979,1.002165675,1.002303958,1.002637148,1.005177498,1.01275599,1.026925087,1.032297611,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Togo,TGO,0.578580022,0.691349983,..,..,..,..,0.874740005,..,..,..,0.910440028,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Tonga,TON,0.988089979,1.021790028,1.00861001,1.029340029,1.01038003,..,..,..,1.048830032,1.05174005,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Trinidad and Tobago,TTO,1.026659966,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Tunisia,TUN,0.843770027,0.995230019,..,..,..,1.067800045,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Turkiye,TUR,0.782260001,0.818560004,0.976890028,0.980539978,0.980279982,0.981840014,0.964049995,0.979900002,0.970019996,0.977119982,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,0.98161,0.982129991,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Turks and Caicos Islands,TCA,..,1.011669993,..,..,..,..,..,1.008350015,..,1.026600003,1.024180055,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Tuvalu,TUV,1.019870043,..,..,1.053110003,1.069010019,1.037029982,..,1.014369965,1.017560005,1.012269974,1.008000016,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Uganda,UGA,0.775650024,..,0.97891295,0.983328223,..,1.001770616,1.003955245,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Ukraine,UKR,..,1.007959962,0.987689972,0.995869994,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,United Arab Emirates,ARE,1.040279984,..,..,..,..,0.960950017,0.948279977,..,0.994229972,1.010470033,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,United Kingdom,GBR,1.018970013,1.005599976,1.024189949,1.02165997,1.016409993,..,1.015390038,1.01304996,1.011420012,1.012429953,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,United States,USA,0.997739971,..,0.997099996,1.004230022,1.005079985,0.996259987,0.993629992,0.994700015,0.994910002,0.986829996,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Uruguay,URY,..,1.050799966,..,..,..,..,1.049900055,1.054409981,1.057440042,1.052389979,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Uzbekistan,UZB,..,0.982930005,0.988110006,0.987169981,0.987200022,0.986769974,0.986500025,0.988600016,0.991859972,0.992630005,0.994019985,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Vanuatu,VUT,..,1.007269979,..,..,0.98793,..,..,..,..,1.025589943,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,"Venezuela, RB",VEN,..,1.046880007,1.029299974,1.021499991,1.018300056,1.018380046,1.019359946,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,West Bank and Gaza,PSE,..,1.025099993,1.059900045,1.056200027,1.058969975,1.060879946,1.056429982,1.061759949,1.058120012,1.058840036,1.054819942,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,"Yemen, Rep.",YEM,..,..,0.787890017,..,..,0.820739985,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Zimbabwe,ZWE,0.970749974,0.94562,0.970120013,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Africa Eastern and Southern,AFE,0.870360017,0.875769973,0.926739991,0.932219982,0.939180017,0.94453001,0.943430007,0.940410018,0.941209972,0.944029987,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Africa Western and Central,AFW,0.732379973,0.785109997,0.909659982,0.913039982,0.916610003,0.909860015,0.923009992,0.935490012,0.934909999,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Arab World,ARB,0.793070018,0.87729001,0.93581003,0.940289974,0.944939971,0.94253999,0.944450021,0.948260009,0.949790001,0.953429997,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Caribbean small states,CSS,1.028450012,1.011229992,1.019799948,1.022390008,1.03471005,1.017950058,1.019279957,1.01075995,1.013219953,1.015450001,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Central Europe and the Baltics,CEB,0.994490027,0.997370005,0.988510013,0.989780009,0.99217999,0.992349982,0.994120002,0.99247998,0.993189991,0.993629992,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Early-demographic dividend,EAR,0.792639971,0.87875998,1.017699957,1.018669963,1.019230008,1.031100035,1.027340055,1.002750039,1.005010009,1.001109958,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,East Asia & Pacific,EAS,0.896640003,0.968060017,0.999010026,1.002230048,1.001430035,1.004570007,1.005669951,1.007959962,1.007949948,1.006639957,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,East Asia & Pacific (excluding high income),EAP,0.883189976,0.964230001,0.999220014,1.002810001,1.002079964,1.005470037,1.006489992,1.008520007,1.00861001,1.007019997,..,..
